[공통 DB 연결] process.env.DB_NAME: bettingDB
[업서트] J리그 | Port Adelaide Football Club vs Carlton Football Club | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Inter Milan vs River Plate | 2 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Juventus vs Manchester City | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Wydad Casablanca vs Al Ain | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Union Omaha vs Richmond Kickers | 3 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Njarðvík vs Keflavík | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Skála ÍF vs B36 Tórshavn II | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Universidad Católica del Ecuador vs Emelec | 1 - 1 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Norway Women vs Sweden Women | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Xorazm Urganch vs Andijon | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Shire Endaselassie vs Ethiopian Medhin | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Philadelphia Union II vs New England Revolution II | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Los Angeles FC II vs Minnesota United FC 2 | 1 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Norrby vs Torslanda | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Casa Sport vs Guédiawaye FC | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | BFC Daugavpils vs Grobiņas SC-LFS | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Cong An Nhan Dan FC vs Viettel | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Hill Country Lobos vs Corpus Christi FC | 2 - 2 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Tigre vs Banfield | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Husqvarna FF vs Lunds BK | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Charlottesville Blues vs Lionsbridge FC | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Apotheos FC vs Dothan United | 0 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | AC Houston Sur vs Twin City Toucans | 0 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | AHFC Royals vs GFI Academy | 4 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Louisiana Krewe vs Denton Diablos | 3 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Birmingham Legion 2 vs Tennessee SC | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Sunflower State vs Santafé Wanderers | 2 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Patuxent Football Athletics vs Northern Virginia FC | 0 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Yunnan Yukun vs Henan FC | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | McKinney Chupacabras vs Little Rock Rangers | 0 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Bigfoot FC vs FC Olympia | 2 - 2 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | San Francisco City FC vs Marin FC Legends | 1 - 2 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | AMSG FC vs Coachella SC | 15 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | CISA vs Colorado Storm | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Switzerland Women vs Czechia Women | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Jazz vs PKKU | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Song Lam Nghe An vs Binh Duong | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Atlético Vinotinto vs Guayaquil City | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Netherlands Women vs Finland Women | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Shanghai Port vs Dalian Yingbo | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Atlético Grau vs Universitario | 0 - 2 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Australia Women vs Slovenia Women | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Poland Women vs Ukraine Women | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | DCMP Imana vs Vita Club | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | TP Mazembe vs JS Kinshasa | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Maniema Union vs Saint-Éloi Lupopo | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Belgium Women vs Greece Women | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Rostocker FC vs Hansa Rostock | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | FC Midtjylland vs Silkeborg IF | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Chicago Fire vs Philadelphia Union | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Paks vs Szeged-Csanád | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Noah vs DAC 1904 Dunajská Streda | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Sparta Prague vs Slovan Bratislava | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Imbabura vs Cumbayá | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Bourj vs Chabab Ghazieh | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Sagesse SC vs Tadamon Sour | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Safa vs Nejmeh SC | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | FS Jelgava vs RFS | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Spain U19 vs Netherlands U19 | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Paraguay U17 vs Turkey U17 | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Venezuela U17 vs Chile U17 | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Gorée vs AJEL Rufisque | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Teungueth vs Ouakam | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Pikine vs ASC HLM | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | ASC Linguère vs Oslo FA | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Génération Foot vs Jamono Fatick | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Dakar Sacré Coeur vs Wally Daan | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Jaraaf vs Sonacos | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | China Volleyball vs USA Volleyball | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | France Volleyball vs Japan Volleyball | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Netherlands Volleyball vs Germany Volleyball | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Serbia Volleyball vs Cuba Volleyball | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Brazil Volleyball vs China Volleyball | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Turkey Volleyball vs Ukraine Volleyball | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Houston Astros vs Philadelphia Phillies | 1 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | San Diego Padres vs Washington Nationals | 4 - 3 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Colorado Rockies vs Los Angeles Dodgers | 7 - 9 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Los Angeles Angels vs Boston Red Sox | 3 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | San Francisco Giants vs Miami Marlins | 2 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Milwaukee Brewers vs Pittsburgh Pirates | 4 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | San Diego Padres vs Washington Nationals | 1 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | New York Mets vs Atlanta Braves | 7 - 3 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Kansas City Royals vs Tampa Bay Rays | 0 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Cincinnati Reds vs New York Yankees | 1 - 7 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Cleveland Guardians vs Toronto Blue Jays | 5 - 4 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Chicago White Sox vs Arizona Diamondbacks | 7 - 3 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Baltimore Orioles vs Texas Rangers | 0 - 7 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Los Angeles Angels vs Boston Red Sox | 5 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Minnesota Twins vs Seattle Mariners | 2 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | St. Louis Cardinals vs Chicago Cubs | 0 - 8 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Samsung Lions vs Hanwha Eagles | 7 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Acereros de Monclova vs Dorados de Chihuahua | 3 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Tecolotes de los Dos Laredos vs Charros de Jalisco | 9 - 5 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Doosan Bears vs SSG Landers | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Durham Bulls vs Memphis Redbirds | 2 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Sultanes de Monterrey vs Caliente de Durango | 5 - 3 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Kiwoom Heroes vs Kia Tigers | 3 - 6 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Piratas de Campeche vs Diablos Rojos del México | 4 - 5 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | El Paso Chihuahuas vs Sugar Land Space Cowboys | 6 - 5 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Fubon Guardians vs Rakuten Monkeys | 2 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | KT Wiz vs LG Twins | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Norfolk Tides vs Gwinnett Stripers | 5 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Detroit Tigers vs Athletics | 0 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Las Vegas Aviators vs Albuquerque Isotopes | 6 - 11 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Reno Aces vs Salt Lake Bees | 18 - 15 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Round Rock Express vs Tacoma Rainiers | 3 - 5 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Sacramento River Cats vs Oklahoma City Comets | 2 - 13 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Reno Aces vs Salt Lake Bees | 6 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Sacramento River Cats vs Oklahoma City Comets | 0 - 16 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | St. Paul Saints vs Louisville Bats | 6 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Toledo Mud Hens vs Charlotte Knights | 3 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Buffalo Bisons vs Lehigh Valley IronPigs | 1 - 7 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Rochester Red Wings vs Syracuse Mets | 1 - 5 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Iowa Cubs vs Columbus Clippers | 7 - 8 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Indianapolis Indians vs Omaha Storm Chasers | 5 - 7 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | St. Paul Saints vs Louisville Bats | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Scranton-Wilkes-Barre RailRiders vs Worcester Red Sox | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Toros de Tijuana vs Algodoneros de Unión Laguna | 2 - 14 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Pericos de Puebla vs Conspiradores de Querétaro | 6 - 7 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | El Águila de Veracruz vs Leones de Yucatán | 5 - 3 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | NC Dinos vs Lotte Giants | 7 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Saraperos de Saltillo vs Rieleros de Aguascalientes | 12 - 11 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Guerreros de Oaxaca vs Tigres de Quintana Roo | 3 - 8 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Chicago Sky vs Los Angeles Sparks | 97 - 86 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Dallas Wings vs Atlanta Dream | 68 - 55 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Washington Mystics vs Minnesota Lynx | 68 - 64 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Seattle Storm vs Indiana Fever | 86 - 94 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Nelson Giants vs Auckland Tuatara | 104 - 85 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Fenerbahçe Basketbol vs Besiktas Basketbol | 84 - 68 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Valencia Basket vs Real Madrid Baloncesto | 70 - 81 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Belgium Basketball Women vs Germany Basketball Women | 83 - 59 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Boca Juniors vs Quimsa | 87 - 70 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Spain Basketball Women vs Czech Republic Basketball Women | 88 - 81 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Regatas Corrientes vs Instituto de Cordoba | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Texas Super Kings vs Los Angeles Knight Riders | 196 - 144 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Munster Reds vs Northern Knights | 152 - 177 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Leinster Lightning vs North West Warriors | 147 - 143 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Germany Hockey vs Australia Hockey | 5 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | New Lambton vs Lambton Jaffas | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Maitland vs Cooks Hill United | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Valentine vs Adamstown Rosebud | 2 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Edgeworth vs Belmont Swansea United | 4 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Weston Bears vs Newcastle Olympic | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Columbus Crew vs Atlanta United | 3 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | New England Revolution vs Nashville SC | 2 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Toronto FC vs New York Red Bulls | 1 - 1 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Loudoun United vs Louisville City | 1 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Tampa Bay Rowdies vs Indy Eleven | 3 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Kawasaki Frontale vs Albirex Niigata | 3 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Yokohama F Marinos vs FC Tokyo | 0 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Eastern Suburbs FC vs Brisbane Roar Youth | 3 - 3 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Moreton City Excelsior vs Gold Coast United | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Olympic FC vs Sunshine Coast Wanderers | 0 - 0 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Peninsula Power vs Wynnum Wolves | 1 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Espérance de Tunis vs Chelsea | 0 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Borussia Dortmund vs Ulsan HD | 1 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Mamelodi Sundowns vs Fluminense | 0 - 0 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | South Georgia Tormenta vs FC Naples | 2 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Shanghai Shenhua vs Tianjin Jinmen Tiger | 3 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Qingdao Hainiu vs Zhejiang Professional | 0 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Shandong Taishan vs Wuhan Three Towns | 3 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Changchun Yatai vs Qingdao West Coast | 1 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Meizhou Hakka vs Beijing Guoan | 0 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Chengdu Rongcheng vs Shenzhen Peng City | 5 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Al-Zawraa vs Al-Minaa | 2 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Al-Shorta SC vs Al-Hudood | 3 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Ghana Women vs Benin Women | 4 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Latvia U17 vs Finland U17 | 2 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Estonia U17 vs Lithuania U17 | 1 - 2 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Mali U17 vs Burkina Faso U17 | 5 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Al-Shorta vs Al-Hudood | 3 - 1 | status: scheduled | result: home_win
[업서트] 스웨덴 알스벤스칸 | Kalamazoo FC vs Northern Indiana | 2 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | OshSU Aldier vs Ilbirs Bishkek | 4 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Greater Tomorrow vs TMT | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | BST Galaxy vs Steve Biko | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Fortune vs Banjul United | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Real de Banjul vs Team Rhino | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Hart Academy vs SP Falcons | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Bombada vs Banjul Hawks | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Brikama United vs Gambian Dutch Lions | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Gambia Armed Forces vs Marimoo | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Rostov-2 vs Rubin Yalta | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Dynamo Stavropol vs Astrakhan | 1 - 1 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Dynamo-2 Makhachkala vs Angusht Nazran | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Pobeda Khasavyurt vs Legion Dynamo Makhachkala | 1 - 1 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Nart Cherkessk vs Spartak Nalchik | 5 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Druzhba Maykop vs Sochi-2 | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Sevastopol vs Kuban-Holding Pavlovskaya | 1 - 1 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Leones vs Vargas Torres | 3 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Christos FC vs Annapolis Blues | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Red River vs Hattiesburg FC | 0 - 6 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | St. Louis Ambush vs Peoria City | 1 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | New Jersey Copa vs Staten Island Athletic | 2 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Dayton Dutch Lions vs West Virginia United | 2 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Weston FC vs Fort Lauderdale United | 2 - 2 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Cedar Stars Rush vs Hudson Valley Hammers | 2 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Boston City vs Boston Bolts | 2 - 5 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Seacoast United Phantoms vs Western Mass Pioneers | 0 - 5 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Charlotte Independence II vs Tobacco Road | 3 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Real Central New Jersey vs Lehigh Valley United | 6 - 2 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Reading United vs Delaware FC | 1 - 2 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Brevard SC vs Brooke House | 0 - 0 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Nona FC vs Brave SC | 0 - 1 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Cleveland Force vs Akron City | 0 - 2 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | FC Buffalo vs Steel City | 1 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Džiugas Telšiai vs Riteriai | 2 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Kings Hammer Columbus vs Fort Wayne FC | 2 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Lexington SC II vs Kings Hammer FC | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | Manhattan SC vs Ironbound SC | 1 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Morris Elite vs FC Motown II | 1 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Miami AC vs FC Miami City | 1 - 5 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Southern Soccer Academy vs Columbus United | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | San Francisco Glens vs Academica SC | 6 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Canada vs El Salvador | 2 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Honduras vs Curaçao | 2 - 1 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | JJK vs MP | 0 - 0 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Šiauliai vs Sūduva | 2 - 2 | status: finished | result: draw
[업서트] 스웨덴 알스벤스칸 | Tukums vs FK Liepāja | 1 - 3 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Bahirdar Ketema vs Welwalo Adigrat University | 3 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Klubi 04 vs SalPa | null - null | status: scheduled | result: pending
[업서트] 스웨덴 알스벤스칸 | St. Louis Cardinals vs Chicago Cubs | 8 - 7 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Kiwoom Heroes vs Kia Tigers | 9 - 6 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | San Diego Padres vs Washington Nationals | 6 - 10 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Los Angeles Angels vs Boston Red Sox | 9 - 5 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | New York Mets vs Atlanta Braves | 4 - 7 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Kansas City Royals vs Tampa Bay Rays | 1 - 5 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Baltimore Orioles vs Texas Rangers | 5 - 6 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Cleveland Guardians vs Toronto Blue Jays | 6 - 10 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Cincinnati Reds vs New York Yankees | 5 - 4 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Chicago White Sox vs Arizona Diamondbacks | 1 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Milwaukee Brewers vs Pittsburgh Pirates | 9 - 3 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Minnesota Twins vs Seattle Mariners | 5 - 6 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | NC Dinos vs Lotte Giants | null - null | status: postponed | result: pending
[업서트] 스웨덴 알스벤스칸 | Doosan Bears vs SSG Landers | 5 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Iowa Cubs vs Columbus Clippers | 0 - 12 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Wei Chuan Dragons vs Rakuten Monkeys | 3 - 11 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Fubon Guardians vs Uni-President Lions | 5 - 0 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Piratas de Campeche vs Diablos Rojos del México | 5 - 11 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Detroit Tigers vs Athletics | 11 - 4 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Toledo Mud Hens vs Charlotte Knights | 4 - 3 | status: finished | result: home_win
[업서트] 스웨덴 알스벤스칸 | Buffalo Bisons vs Lehigh Valley IronPigs | 1 - 4 | status: finished | result: away_win
[업서트] 스웨덴 알스벤스칸 | Durham Bulls vs Memphis Redbirds | 15 - 6 | status: finished | result: home_win
